name,phone_numbers,email,websites,yearEstablished,acceptsVolunteers,facebookLink,twitterLink,linkedinLink,instagramLink,logo,address_line1,address_line2,address_line3,address_city,address_stateOrRegion,address_zipOrPostcode,address_country,address_countryCode,latitude,longitude,facilityTypeId,operatorTypeId,affiliationTypeIds,description,area,numberDoctors,capacity,procedure,equipment,capability,specialties,source_doc
Tindonsobligo Clinic,[],,[],,,,,,,,,,,Bolgatanga,Ghana,,,,,,,,,"Hospital in Bolgatanga, Ghana",,,,[],[],"['Located in Bolgatanga, Ghana' 'Operates as a hospital' 'Open 24/7']",,CSV Seed
TOCS Laboratory,[],enquiries@tocslab.org,['tocslab.org'],,,,,,,,GW-0223-8594 Pokuase,,,Accra,Ghana,,,,,,,,,"TOCS Laboratory is a medical diagnostics service provider in Accra, Ghana, focused on delivering quality diagnostic services and advanced technologies.",,,,"['Provides COVID-19 diagnostic testing'
 'Performs microbiology testing including identification, examination, and culturing of microorganisms'
 'Conducts clinical biochemistry testing through the Clinical Biochemistry Department']","['Invests in advanced diagnostic equipment for medical testing'
 'Laboratory infrastructure supports clinical biochemistry and microbiology testing']","['Located in Accra, Ghana'
 'Provides medical diagnostics services in Accra, Ghana'
 'Offers COVID-19 testing'
 'Clinical Biochemistry Department employs master’s degree–level scientists with UK certifications'
 'Clinical Biochemists participate in the Maintenance of Competence program'
 'Team comprises highly trained and experienced professionals']",,CSV Seed
Tolon District Hospital,[],tolonhpt@gmail.com,[],,,,,,,,Tolon District Hospital,,,Tolon,Ghana,,,,,,,,,Health service provider,,,,[],[],[],,CSV Seed
Tophill Hospital,['+233322398235'],tophillhospitalgh@gmail.com,['tophillhospital.business.site'],,,,,,,,Kronom-Cementmu,,,Kumasi,Ghana,,,,,,,,,24 hour service. Medical facility providing general and specialized OPD and IPD services.,,,,[],[],"['Offers 24-hour service'
 'Provides general and specialized outpatient and inpatient services'
 'Located at Kronom-Cementmu off Offinso Road, Kumasi, Ghana'
 'Phone: +233 32 239 8235' 'Email: tophillhospitalgh@gmail.com']",,CSV Seed
"Trauma and Specialist Hospital, Winneba",['+233501550358' '+233593927741'],traumahospitalwba@gmail.com,[],,,,,,,,P O BOX 326,,,Winneba,Central Region,,,,,,,,,"The Trauma and Specialist Hospital, Winneba, is a specialized secondary referral health facility in the Central region located at Winneba in the Efutu Municipality. It serves as the last referral point for other Hospitals, Health centres and clinics in the Municipality and beyond. The catchment area is Efutu and surrounding Districts. The Hospital also receives patients from Ga South Municipality. Currently, the Hospital serves as the interim Central Regional Hospital. The Hospital is turnkey project where the design, build and equipping of the secondary referal hospital was undertaken by EN-Project(The Projects Division Of Enraf Nonius B.V.).",,,,"['Operates 24/7 accident and emergency services'
 'Provides general outpatient and inpatient care'
 'Offers trauma and orthopaedic care'
 'Provides obstetrics and gynecology services including preconception care, infertility management, normal and abnormal deliveries, birth control, pre- and post-menopausal care, cancer screening, and gynecological infection treatment'
 'Mental health and psychiatry services'
 'Dental, oral and maxillofacial surgery services including dental consultations, fillings (simple and root canal therapy), teeth cleaning and tooth replacement'
 'Ophthalmology and optical services including ophthalmic consultation, eye screening, spectacle dispensing and eye surgeries'
 'Diagnostic services including radiology/imaging and routine medical examinations'
 'Reproductive health services including adolescent health, school health, health education, behaviour change communication, disease surveillance, antiretroviral treatment and contact tracing'
 'Pediatrics including care for infants and children up to 13 years with management of malaria, gastroenteritis and sepsis'
 'Wellness clinic offering nutrition counseling, BMI checks, vital signs assessment, neonatal well-being checks and Saturday aerobics'
 'Telemedicine services for remote consultation and care'
 'Ear, nose and throat (ENT) services'
 'Pharmaceutical services including on-site pharmacy dispensing of medicines'
 'Physiotherapy modalities including infrared therapy, laser therapy, microwave diathermy, electrical stimulation therapy and short wave diathermy'
 'Diet therapy focusing on nutrition management and therapeutic diets'
 'General surgery including obstetric/gynecologic surgeries such as myomectomy, cesarean section, hysterectomy and salpingectomy and orthopedic surgeries such as ORIF and external fixation; hydrocelectomy and appendectomy'
 'Anaesthesia services including perioperative anesthesia, neonatal resuscitation and intensive care support']",[],[],,CSV Seed
"Trustcare Hospital. South Suntreso, Kumasi",[],,[],,,,,,,,,,,Kumasi,Ghana,,,,,,,,,Hospital,,,,[],[],"['Located in South Suntreso, Kumasi, Ghana.'
 'Operates as a 24/7 hospital (Always open) as listed on the Facebook page.'
 'Facebook page created on November 15, 2018.'
 'Facebook page has 33 likes.' 'Facebook page has 33 followers.'
 '490 people have checked in here on Facebook.']",,CSV Seed
Trustcare Specialist Hospital & Fertility Center,['+233322034421'],trustcarehospital@yahoo.com,['trustcaregh.com'],,,,,,,,,,,Kumasi,Ashanti,,,,,,,,,The vision of Trustcare is to be a private center of excellence in offering specialist healthcare comparable to any higher center of excellence in the world.,,,,[],[],"['Located in Kumasi, Ashanti Region, Ghana' 'Open 24/7'
 'Phone: +233 32 203 4421' 'Email: trustcarehospital@yahoo.com'
 'Website: trustcaregh.com/v2']",,CSV Seed
"Trustcare Specialist Hospital & Fertility Center - Kumasi, Ghana",['+233322034421'],trustcarehospital@yahoo.com,['trustcaregh.com/v2'],,,,,,,,,,,Kumasi,Ashanti,,,,,,,,,The vision of Trustcare is to be a private center of excellence in offering specialist healthcare comparable to any higher center of excellence in the world.,,,,[],[],"['Located in Kumasi, Ashanti Region, Ghana.'
 'Private center of excellence offering specialist healthcare comparable to world-class centers.'
 'Phone number: +233 32 203 4421.'
 'Email address: trustcarehospital@yahoo.com.'
 'Website: trustcaregh.com/v2.' 'Always open.']",,CSV Seed
Trust Hearing solutions,['+233201514492'],,['thsghana.com'],,,,,,,,,,,Tema,Ghana,,,,,,,,,"an Ear, Nose & Throat ( E.N.T) specialist Clinic providing hearing solutions to the hearing impaired and E.N.T services",,,,[],[],"['Trust Hearing Solutions is an ENT specialist clinic in Tema, Ghana.'
 'The clinic provides hearing solutions for the hearing impaired and ENT services.'
 'It is based in Tema, Ghana.' 'Contact number is +233 20 151 4492.'
 'Website is thsghana.com.'
 'The Facebook page indicates the clinic is currently closed.']",,CSV Seed
Tumiwura Herbal Research & Clinic,['+233543282000'],info@tumiwuraherbalclinic.com,['tumiwuraherbalclinic.com'],,,,,,,,"Santa Maria, near Blue Kiosk",,,Accra,Ghana,,,,,,,,,"With our modern laboratory, we carry out Hematology, Chemistry, Parasitology, Hormones & Serology",,,,"['Performs hematology testing' 'Performs chemistry testing'
 'Performs parasitology testing' 'Performs hormone testing'
 'Performs serology testing']",[],"['Operates an on-site modern laboratory'
 'Located in Santa Maria, near Blue Kiosk, Accra, Ghana']",,CSV Seed
Twin City Clinic,[],,[],,,,,,,,G.K. Ntow Avenue,,,Takoradi,Western Region,,,,,,,,,"Twin City Clinic is located at Twin City Clinic, G.K. Ntow Avenue, Takoradi, Ghana",,,,[],[],[],,CSV Seed
"UMAT Clinic - Western, Tarkwa, Ghana",[],,[],,,,,,,,,,,Tarkwa,Western Region,,,,,,,,,"UMAT Clinic is a quasi-government clinic in Western, Tarkwa Ghana.",,,,[],[],[],,CSV Seed
Ummah Medical Center,['+233595343874'],ummahmedicalcenter2020@gmail.com,[],,,,,,,,"Jisonaayili, opposite Discovery Hotel",,,Tamale,Ghana,,,,,,,,,Our core vision: To provide an excellent patient care experience every time at an affordable cost co,,,,[],[],"['Physical location: Jisonaayili, opposite Discovery Hotel, Tamale, Ghana'
 'GPS address: NS-159-3129, Tamale, Ghana' 'Phone: +233 59 534 3874'
 'Email: ummahmedicalcenter2020@gmail.com' 'Hours: Always open'
 'Core vision: To provide an excellent patient care experience every time at an affordable cost']",,CSV Seed
Universal Health Clinic,['+233372098443'],,[],,,,,,,,Opposite Teysec Yard,,,Tamale,Ghana,,,,,,,,,General medical consultation and specialist clinic service. All forms of ultrasound scan services,,,,['Offers all forms of ultrasound scan services'],['Ultrasound scanning equipment available on-site'],"['Located in Tamale, Ghana (Opposite Teysec Yard, Dabokpa, Tamale)'
 'Offers general medical consultation and specialist clinic services'
 'Always open']",,CSV Seed
"University Medical Centre, Asante-Mampong",[],,[],,,,,,,,,,,Mampong,Ashanti Region,,,,,,,,,,,,,[],[],"['University Medical Centre, Asante-Mampong is listed as a hospital in the AfricaBizInfo directory (Hospitals).'
 'Listed as a hospital near Quality Health Care in Mampong, Ashanti Region, Ghana']",,CSV Seed
University of Education College of Technology Clinic,[],,[],,,,,,,,,,,Tanoso,Ashanti,,,,,,,,,"CLINIC with PROVISIONAL license in Ashanti Region, Tanoso, Kwadaso Municipal.",,,,[],[],"['Operates as a clinic in Tanoso, Kwadaso Municipal, Ashanti Region'
 'Has provisional clinic licence'
 'Licence issued on 2019-09-24; expiry 2020-03-23'
 'Dr. Ato Kwamena Sagoe is the practitioner in-charge']",,CSV Seed
University of Energy and Natural Resources Clinic,['+233208258005'],clinic@uenr.edu.gh,['uenr.edu.gh'],,,,,,,,"University of Energy and Natural Resources, Sunyani",,,Sunyani,Ghana,,,,,,,,,"The clinic provides health care delivery to the students, staff and dependents of the University of Energy and Natural Resources.",,,,[],[],"['Provides healthcare delivery to the students, staff and dependents of the University of Energy and Natural Resources'
 'Located in Sunyani, Ghana' 'Has phone number +233 20 825 8005'
 'Has email address clinic@uenr.edu.gh' 'Official website: uenr.edu.gh'
 'Facebook page indicates the clinic is currently closed'
 'Organized a COVID-19 infection prevention and control workshop for staff on April 17, 2020'
 'Facilitators included Dr. Solomon Fofie (SMO) and Ms. Anita N. Afriyie (Nurse-in-charge)']",,CSV Seed
Upper West Regional Hospital,['+233503437911'],,[],,,https://www.facebook.com/UWRHWA/,,,,,,,,Wa,Upper West,,,,,,,,,"Upper West Regional Hospital is a government regional hospital in Upper West, Wa Ghana.",,,,[],[],"['Operates 24 hours daily, seven days a week'
 'Government regional hospital located in Upper West, Wa, Ghana'
 'Address: Upper West, Wa, Ghana' 'Contact number: +233 50 343 7911'
 'Official website (Facebook): www.facebook.com/UWRHWA/']",,CSV Seed
Upscale Angels Fertility,['+233555129689' '+233500094049'],angelsfertility@gmail.com,['upscalefertilitygh.com'],,,,,,,,"2nd Floor City Mall Gallaria, Spintex Road",,,Accra,Ghana,,,,,,,,,Assisted Reproduction Consultants Providing Surrogacy & Embryo Services.,,,,['Provides surrogacy and embryo services'],[],"['Based in Accra, Ghana'
 'Address: 2nd Floor City Mall Gallaria, Spintex Road, Accra, Ghana'
 'Specializes in surrogacy and embryo services as assisted reproduction consultants'
 'Offers online booking' 'Offers reservations' 'Offers in-person classes'
 'Phone numbers: 055-512-9689 and 050-009-4049'
 'Email: angelsfertility@gmail.com' 'Website: upscalefertilitygh.com']",,CSV Seed
"Upscale Pro Angels Fertility — 10 Martey Tsuru Street Behind Papaye, DBS Axis Spintex Road, Spintex Road, Accra Ghana.",['+233555129689' '+233555129690'],angelsfertility@gmail.com,[],,,,,,,,10 Martey Tsuru Street,,,Accra,Ghana,,,,,,,,,"Upscale Pro Angels Fertility is a consultancy that assists couples and individuals with conception, and ultimately, having their 'missing angel'. It is dedicated to bringing very high standards in the field of Assisted Reproduction and to provide the highest standard of fertility services comparable with the best internationally.",,,,"['Provides Intrauterine Insemination (IUI)'
 'Offers In Vitro Fertilization (IVF)'
 'Offers third-party reproduction services including egg donation and surrogacy'
 'Provides egg donation programs (egg donor services)'
 'Supports infertility evaluation through diagnosis and testing'
 'Addresses male-factor infertility through targeted fertility services'
 'Provides information and management resources for Polycystic Ovary Syndrome (PCOS)'
 'Addresses recurrent pregnancy loss with fertility care options']",[],"['Location: 10 Martey Tsuru Street Behind Papaye, DBS Axis Spintex Road, Spintex Road, Accra Ghana'
 'Open Monday to Friday 10:00–16:00 strictly by appointment only'
 'Weekend consultations can be arranged'
 'Fertility consultancy offering conception assistance and patient-centered care'
 'Contact options: +233 (55) 512-9689 (Donors); +233 (55) 512-9690 (Clients); angelsfertility@gmail.com']",,CSV Seed
VALCO HOSPITAL,['0303-200048' '020-2017897'],,[],,,,,,,,SMELTER SITE HEAVY INDUSTRIAL AREA,,,Unknown,Greater Accra Region,,,,,,,,,,,,,[],[],"['VALCO HOSPITAL is a primary hospital.'
 'VALCO HOSPITAL is government-owned.'
 'VALCO HOSPITAL is located at Smelter Site Heavy Industrial Area.'
 'VALCO HOSPITAL telephone numbers are 0303-200048 and 020-2017897.'
 'VALCO HOSPITAL provides general services.'
 'VALCO HOSPITAL has NHIS accreditation.']",,CSV Seed
"Valco Hospital, Tema",[],,[],,,,,,,,,,,Tema,Ghana,,,,,,,,,,,,,[],[],"['Valco Hospital, Tema is a member institution of the Ghana Association of Quasi Government Health Institutions (GAQHI).']",,CSV Seed
Valley View Adventist Hospi,[],,[],,,,,,,,"SITE, TECHIMAN SUNYANI ROAD Techiman",,,Techiman,Ghana,,,,,,,,,,,,,[],[],"['Located on Techiman Sunyani Road, Techiman, Ghana'
 'Page category: Medical & Health' 'Facebook page status: Unofficial Page'
 'Page created on October 25, 2016' 'Always open']",,CSV Seed
Van-J Eye Care Dansoman,['+233202028558'],,[],,,,,,,,Dansoman High Street,,,Accra,Ghana,,,,,,,,,,,,,[],[],"['Located on Dansoman High Street, Accra, Ghana'
 'Specializes in ophthalmology' 'Phone number: +233 20 202 8558'
 'Price range: $$$' 'Currently closed']",,CSV Seed
"Vantage Medical Solutions, No. 3006 Forico Mall, Mission Street, Osu, Accra, Ghana",['+233201746648'],vantagemeds2021@gmail.com,['vmshealth.com'],,,,,,,,No. 3006 Forico Mall,,,Osu,Greater Accra,,,,,,,,,Medical Call Center Management | Dietician Consultancy | Health Coaching | Corporate Wellness | Occupational Health and Safety,,,,[],[],"['Located at No. 3006 Forico Mall, Mission Street, Osu, Accra, Ghana'
 'Offers Medical Call Center Management' 'Provides Dietician Consultancy'
 'Offers Health Coaching' 'Provides Corporate Wellness programs'
 'Provides Occupational Health and Safety services']",,CSV Seed
Vebs Medical Centre,['+233302816890'],,[],,,,,,,,Spintex Road,,,Accra,Greater Accra,,,,,,,,,,,,,[],[],[],,CSV Seed
Viceroy Medical Centre,['+233240845821'],,[],,,,,,,,,,,Agona Ashanti,Ghana,,,,,,,,,"Your Health, Our Concern.....  Providing Promotive, Preventive & Curative Healthcare To The Injured Sick & The Aged...",,,,[],[],"['Viceroy Medical Centre is a hospital located in Agona Ashanti, Ghana'
 'Provides promotive, preventive and curative healthcare'
 'Offers curbside pickup' 'Is always open'
 'Contact phone number is +233 24 084 5821']",,CSV Seed
"Vicom Specialist Hospital - Accra, Ghana",['0302300899'],,[],,,,,,,,"Sahara Junction, Dansoman Estate",,,Accra,Ghana,,,,,,,,,,,,,[],[],[],,CSV Seed
Violet's Medical Centre,['+233540599389'],info@violetsmedical.com,['violetsmedical.com'],,,,,,,,"Musuku, Kwabenya - Accra",,,Accra,Accra,,,,,,,,,"Health Education, Medical Screening, Concierge Medical services, Weight Management",,,,[],[],"['Located in Musuku, Kwabenya, Accra, Ghana' 'Offers health education'
 'Offers medical screening' 'Offers concierge medical services'
 'Offers weight management services'
 'Weight management clinic starts in May' 'Phone number: +233 54 059 9389'
 'Email: info@violetsmedical.com' 'Website: violetsmedical.com'
 'Always open']",,CSV Seed
Virtue Medical Centre,[],,[],,,,,,,,,,,Unknown,Upper West,,,,,,,,,,,,,['Virtue Medical Centre provides hospital services as listed in the Upper West region'],[],['Virtue Medical Centre is a hospital located in the Upper West region'],,CSV Seed
Vision Healthcare Clinic,['+233302902007'],visionhealthcareclinic@yahoo.com,['visionhealthclinic.com'],,,,,,,,"Free Town Avenue, Okponglo Junction (Turning towards East Legon)",,,Accra,Greater Accra Region,,,,,,,,,Vision Healthcare Clinic is a herbal clinic promoting natural health and wellness. We are equipped with a modern laboratory as well as a dispensary fully stocked with an assortment of herbal medicines. Our medical staff is on site ready to serve you.,,,,[],"['On-site modern laboratory'
 'On-site dispensary stocked with an assortment of herbal medicines']","['Herbal clinic promoting natural health and wellness'
 'Medical staff on site ready to serve you'
 'Located at Free Town Avenue, Okponglo Junction (Turning towards East Legon), Accra, Ghana'
 'Phone +233 30 290 2007' 'Email visionhealthcareclinic@yahoo.com'
 'Website visionhealthcareclinic.com']",,CSV Seed
Vision Hospital,['+233307001789'],,[],,,,,,,,"East Oyarifa, Street H, off Aburi and Dodowa Road",,,Adenta,Greater Accra Region,,,,,,,,,"Vision Hospital was established to deliver high quality service in an efficient manner to everyone in Ghana and beyond, with the aim of doing so in an environment that reaffirms your dignity.With a team of careully selected seasoned professional, the",,,,"['Offers antenatal care' 'Operates a laboratory' 'Provides pediatric care'
 'Provides surgical services' 'Operates a pharmacy']",[],"['Ownership: private' 'Type: clinic'
 'Location: East Oyarifa, Street H, off Aburi and Dodowa Road'
 'Phone number: 0307001789' 'NHIS accreditation: no'
 'Specialists on staff: gynecologist, pediatrics, surgeon, physician'
 'NHIS accredited?: no' 'Website: not provided']",,CSV Seed
